route,stops,types
M15D,"BROADWAY,CENTRAL,DASAPRAKASH,TAYLORS ROAD,AMINIJIKARAI,ANNA NAGAR EAST,MAHARANI,ANNA NAGAR WEST",ORD
54B,"SAIDAPET,CONCORDE,GUINDY R.S,BUTT ROAD,RAMAPURAM,MANAPAKKAM P.U.O,MANAPAKKAM VILLAGE,KOLAPAKKAM,MURUGAN KOIL / GIRUGAMBAK,PERIYAPANICHERI,MOULIVAKKAM,PORUR",ORD
54C,"POONAMALLEE,PARIVAKKAM,KOLAPPANCHERY,CHITTUKADU,ANNAMBEDU,THANDARAI,PATTABIRAM",ORD
500B Dlx,"HIGH COURT,CENTRAL,P.OR & SONS,T.V.S,D.M.S,S.H.B,SAIDAPET,CONCORDE,GUINDY R.S,ST THOMAS MOUNT,MENAMABAKKAM OLD AIRPORT,THIRUSOOLAM NATIONAL AIRP,PALLAVARAM,CHROMPET,T.B.SANATORIUM,TAMBARAM,IRUMBULIYUR,PERUNGULATHUR,VANDALOOR,VANDALOOR ZOO,OORAPAKKAM SCHOOL,PALAKKA COMPANY,GUDUVANCHERY,THAILAPURAM,MARAIMALAI NAGAR,FORD,MALROSAPURAM,S.P.KOIL",ORD
54F,"MANDAVELI,A.M.S.HOSPITAL,ADAYAR B.S.,ENG.COLLEGE,CONCORDE,GUINDY R.S,BUTT ROAD,RAMAPURAM,MOGALIVAKKAM / MARI AMMN,PORUR,AYYAPPAN THANGAL,KUMUNANCHAVADI,POONAMALLEE","ORD,EXP"
54G,"HIGH COURT,CENTRAL,PERIYAR BRIDGE,T.V.S,D.M.S,S.H.B,SAIDAPET,CONCORDE,GUINDY R.S,BUTT ROAD,RAMAPURAM,MOGALIVAKKAM,PORUR,AYYAPPAN THANGAL,KUMUNANCHAVADI,POONAMALLEE,VARADARAJA PURAM,THIRUMALISAI,VELLAVEDU,KUTHAMBAKKAM",ORD
M58H,"V. NAGAR,VYASARPADI,SARMA NAGAR,MOOLAKADAI,MADHAVARAM,CYCLE SHOP,KAVANGARAI,AAYURVEDA ASHRAMAM,RED HILLS,PADIYANALLUR,SEMILIVARAM,SHOLAVARAM,KARANODAI,ATHUR,OLD&NEW; ERUMAI VETTI PALA,OLD ERUMAI VETTI PALAYAM,NEW ERUMAI VETTI PALAYAM",ORD
576 AC,"T.NAGAR,SAIDAPET,GUINDY R.S,CONCORDE,BUTT ROAD,RAMAPURAM,MOGALIVAKKAM,PORUR,AYYAPPAN THANGAL,KUMUNANCHAVADI,POONAMALLEE,NAZARATHPET,CHEMBARAMBAKKAM,PAPPANCHATRAM,CHETTIPEDU,THANDALAM KOOT ROAD,SIPCOT,IRUNKATTUKOTTAI,PENNALUR E.B.,BEEMANTHANGAL,SRIPERUMPUDUR,TRAVELLERS BANGALOW,VADAMANGALAM KOOT ROAD,MAMBAKKAM,THIRUMANGALAM,SUNGUVARCHATHIRAM,SANDAVELLUR,PAPPAN KUZHI,SENTHAMANGALAM,PILLAI CHATHIRAM,CHINNAIYAR CHATHIRAM,SINGADIVAKKAM,RAJAKULAM,VEDAL,MEENAKSHI HOSPITAL,ANNA HOSPITAL,PONNERIKARANAI,SANKARAMADAM,KANCHEEPURAM",AC
54K,"HIGH COURT,CENTRAL,PERIYAR BRIDGE,T.V.S,D.M.S,S.H.B,SAIDAPET,CONCORDE,GUINDY R.S,BUTT ROAD,RAMAPURAM,MOGALIVAKKAM / MARI AMMN,PORUR,AYYAPPAN THANGAL,KUMUNANCHAVADI,POONAMALLEE,VARADARAJA PURAM,THIRUMALISAI,VELLAVEDU,ANDERSONPET,NEMAM",ORD
54L,"HIGH COURT,CENTRAL,PERIYAR BRIDGE,T.V.S,D.M.S,S.H.B,SAIDAPET,CONCORDE,GUINDY R.S,BUTT ROAD,RAMAPURAM,MOGALIVAKKAM,PORUR,AYYAPPAN THANGAL,KUMUNANCHAVADI,POONAMALLEE,VARADARAJA PURAM,THIRUMALISAI,VELLAVEDU",EXP
54M,"HIGH COURT,CENTRAL,P.OR & SONS,T.V.S,D.M.S,S.H.B,SAIDAPET,CONCORDE,GUINDY R.S,BUTT ROAD,RAMAPURAM,MOGALIVAKKAM,PORUR,MOULIVAKKAM,PARANIPUTHUR,MANGADU",ORD
54P,"T.NAGAR,SAIDAPET,CONCORDE,GUINDY R.S,BUTT ROAD,RAMAPURAM,MOGALIVAKKAM RD. JN.,PORUR,MOULIVAKKAM,PARANIPUTHUR,MANGADU,KUMUNANCHAVADI,POONAMALLEE",ORD
54V,"T.NAGAR,SAIDAPET,CONCORDE,GUINDY R.S,BUTT ROAD,RAMAPURAM,MOGALIVAKKAM,PORUR,AYYAPPAN THANGAL,KUMUNANCHAVADI,POONAMALLEE,VARADARAJA PURAM,THIRUMALISAI,VELLAVEDU,ANDERSONPET,PUTHUCHATHIRAM,PERIYA KOTTAMEDU,RAMASAMY NAGAR,PERUMALPATTU,SRI RAM ENGG.COLLEGE,VEPPAMPATTU R.S.","EXP,ORD"
M19C,"T.NAGAR,SAIDAPET,ENG.COLLEGE,ADAYAR B.S.,ADAYAR DEPOT,LATTICE BRIDGE,KANDANCHAVADI,THORAPPAKKAM TEA SHOP,OKKIYAM THORAIPAKKAM SEC.",ORD
18,"HIGH COURT,CENTRAL,P.OR & SONS,T.V.S,D.M.S,S.H.B,SAIDAPET,CONCORDE,GUINDY TVK ESTATE",ORD
M58V,"C.M.B.T.,KOYAMBEDU SCHOOL,THIRUMANGALAM,WEELS INDIA RD.JN.,WATER PIPE THANTHANKUPPAM,MALLIGAI NAGAR AVE,BUS BAY-17TH KM,MADHAVARAM,MOOLAKADAI,MADHAVARAM POST BOX,MADAHVARAM VILLAGE,MATHUR RD. JN.,,VADAPERUMBAKKAM,GRAND LINE,RED HILLS",ORD
01A Dlx,"THIRUVETRIYUR B.S,THIRUVOTRIYUR TEMPLE,THANGAL,ANNA NAGAR,ROYAPURAM P.S,CLIVE BATTERY,PARRYS,CENTRAL,P.OR & SONS,WESLEY H.S,Y.M.I.A,DEVANATHAN ST / MANDAVELI,A.M.S.HOSPITAL,ADAYAR O.T.,ADAYAR DEPOT,THIRUVANMIYUR",ORD
32A Dlx,"TOLLGATE,TONDAIAYRPET,THEAGARAYA COLLEGE,V. NAGAR,UNIVERCITY CLUB,CENTRAL,P.OR & SONS,V.HOUSE,DR.AMBEDHAR BRIDGE,SANTHOME P.O,FORE SHORE ESTATE",ORD
32B Dlx,"KORUKKUPET R.S,V. NAGAR,UNIVERCITY CLUB,CENTRAL,P.OR & SONS,V.HOUSE",ORD
114 Ext Dlx,"PADIYANALLUR,RED HILLS,AAYURVEDA ASHRAMAM,KAVANGARAI,CYCLE SHOP,BUS BAY-17TH KM,MALLIGAI NAGAR AVE,WATER PIPE THANTHANKUPPAM,WEELS INDIA RD.JN.,THIRUMANGALAM,KOYAMBEDU SCHOOL,M.M.D.A.COLONY RD.JN.,JN OF III AND 1ST AVE,JAFFARKHAN PET,CIPET,ST THOMAS MOUNT PO,MENAMABAKKAM OLD AIRPORT,THIRUSOOLAM NATIONAL AIRP,PALLAVARAM,CHROMPET,T.B.SANATORIUM,TAMBARAM",ORD
134,"PATTABIRAM,KAVARAIPALAYAM,AVADI,POLYTECHNIC,THIRUMULLAIVOAYL,AMB OT,DUNLOP,AMBATHUR ESTATE,MOGAIPAIR ROAD JN.,THIRUMANGALAM,ANNA NAGAR CIRCLE,KILPAUK GARDEN,KELLEYS,CHOOLAI P.O,REGAL,V. NAGAR,THEAGARAYA COLLEGE,TONDAIAYRPET,THANGAL,THIRUVOTRIYUR TEMPLE,THIRUVETRIYUR B.S",EXP
41D Ext,"MANDAVELI,ADYAR GATE,DEFENCE QUARTERS,D.M.S,STERLING ROAD,TAYLORS ROAD,AMINIJIKARAI,ANNA NAGAR CIRCLE,THIRUMANGALAM,LUCAS TVS,JN.OF CENTRAL AVENUE&ERIK;,VINAYAGAR KOIL,DUNLOP,AMB OT,THIRUMULLAIVOAYL,SAKTHI NAGAR,SENTHIL NAGAR",ORD
568C AC,"C.M.B.T.,M.M.D.A.COLONY RD.JN.,JN OF III AND 1ST AVE,JAFFARKHAN PET,CIPET,GUINDY R.S,ENG.COLLEGE,ADAYAR B.S.,ADAYAR DEPOT,THIRUVANMIYUR,KOTTIVAKKAM,PALAVAKKAM,NEELANKARAI,VETTUVANKANNI,CHOLA MANDAL,INJAMBAKKAM,PANAIYUR,UTHANDI VILLAGE,KANATHUR,NATURE CARE HOSPITAL,MUTTUKKADU,MUTTUKKADU BOAT YARD,KOVALAM,CHEMMANCHERI KUPPAM,THIRUVEDANTHAI,VADANEMILI,PERIYAL NEMBILI VILLAGE,SULERIKADU,KRISHNA KARANAI,MAMALLAPURAM",AC
M19B,"T.NAGAR,SAIDAPET,CONCORDE,ENG.COLLEGE,ADAYAR B.S.,INDIRA NAGAR WATER TANK,LATTICE BRIDGE,KANDANCHAVADI,THORAPPAKKAM TEA SHOP,THORAPPAKKAM P.T.C COLONY,KANNAGI NAGAR S.C.BOARD",ORD
G18 Dlx,"T.NAGAR,SAIDAPET,CONCORDE,GUINDY R.S,ST THOMAS MOUNT PO,MENAMABAKKAM OLD AIRPORT,THIRUSOOLAM NATIONAL AIRP,PALLAVARAM,CHROMPET,T.B.SANATORIUM,TAMBARAM,IRUMBULIYUR,PERUNGULATHUR,VANDALOOR,VANDALOOR ZOO,OORAPAKKAM SCHOOL,PALAKKA COMPANY,GUDUVANCHERY",ORD
547 Dlx,"V. NAGAR,VYASARPADI,SARMA NAGAR,MOOLAKADAI,MADHAVARAM,CYCLE SHOP,KAVANGARAI,AAYURVEDA ASHRAMAM,RED HILLS,PADIYANALLUR,SEMILIVARAM,SHOLAVARAM,KARANODAI,PERIYAPALAYAM RD JN.,PANJETTI,THATCHUR KOOT ROAD,NEW ROAD,PUDUVOYAL,PANAPAKKAM,AGARAM,ARANI,KOSAVAMPETTAI,ANJATHAMMAN KOIL,PERIYAPALAYAM",ORD
B29N,"PERIYAR NAGAR,AGARAM,VEENUS,JAMALAYA,DASAMAHAN,DOVETON,LADY MCTM SCHOOL/MILLERS,K.M.C,STERLING Rd/METEOROLOGY D,D.M.S,PONDY BAZAAR,T.NAGAR,SAIDAPET,CONCORDE,JN.OF RACE COURSE RD,GURUNANAK COLLEGE,VELACHERY",ORD
A47,"THIRUVANMIYUR,ADAYAR DEPOT,ADAYAR B.S.,ENG.COLLEGE,CONCORDE,SAIDAPET,T.NAGAR,VIVEK & CO (KRISHNAN KOIL,VIDYODAYA,PUSHPA NAGAR,NUNGAMBAKKAM R.S,HOTEL ARUN,ANNA NAGAR CIRCLE,THIRUMANGALAM,LUCAS TVS,AMBATHUR ESTATE,DUNLOP,AMB OT,THIRUMULLAIVOAYL,POLYTECHNIC,AVADI",ORD
549 Dlx,"THIRUVANMIYUR,ADAYAR DEPOT,ADAYAR B.S.,ENG.COLLEGE,CONCORDE,GUINDY R.S,BUTT ROAD,RAMAPURAM,MOGALIVAKKAM,PORUR,AYYAPPAN THANGAL,KUMUNANCHAVADI,POONAMALLEE,NAZARATHPET,CHEMBARAMBAKKAM,PAPPANCHATRAM,CHETTIPEDU,THANDALAM KOOT ROAD,SIPCOT,IRUNKATTUKOTTAI,PENNALUR E.B.,BEEMANTHANGAL,SRIPERUMPUDUR,TRAVELLERS BANGALOW,VADAMANGALAM KOOT ROAD,MAMBAKKAM,THIRUMANGALAM,SUNGUVARCHATHIRAM",ORD
500 AC,"VELACHERY,GURUNANAK COLLEGE,JN.OF RACE COURSE RD,GUINDY R.S,ST THOMAS MOUNT,MENAMABAKKAM OLD AIRPORT,THIRUSOOLAM NATIONAL AIRP,PALLAVARAM,CHROMPET,T.B.SANATORIUM,TAMBARAM,IRUMBULIYUR,PERUNGULATHUR,VANDALOOR,VANDALOOR ZOO,OORAPAKKAM SCHOOL,PALAKKA COMPANY,GUDUVANCHERY,THAILAPURAM,MARAIMALAI NAGAR,FORD,MALROSAPURAM,S.P.KOIL,MAHENDRA CITY(CHETTY PUNN,PULIPAKKAM,CHENGLEPET O.T.,CHENGLEPET N.T.",AC
D51,"HIGH COURT,CENTRAL,PERIYAR BRIDGE,T.V.S,D.M.S,S.H.B,SAIDAPET,CONCORDE,JN.OF RACE COURSE RD,GURUNANAK COLLEGE,VELACHERY VIJAYA NAGAR,MADIPAKKAM RD. JN.,NARAYANAPURAM,MEDAVAKKAM COLONY,MEDAVAKKAM",EXP
05A AC,"T.NAGAR,SAIDAPET,CONCORDE,JN.OF RACE COURSE RD,GURUNANAK COLLEGE,VIJAYA NAGAR,MADIPAKKAM RD. JN.,NARAYANAPURAM,MEDAVAKKAM COLONY,JN.OF.VLY-TBM RD&MVKM-K.K;,S.I.V.E.T,MAHALAKSHMI NAGAR,CONVENT,TAMBARAM EAST",AC
M89T,"AYYAPPAN THANGAL,PORUR,MOULIVAKKAM,PERIYAPANICHERI,THANDALAM RD JN.,KUNDRATHUR B.S,SIRUKALATHUR,ALAGESA NAGAR,PUDUPEIR COOT ROAD,NALLUR PUDU NAGAR,AMARAMBEDU CHATRAM,AMARAMBEDU VILLAGE",ORD
M170C,"T.V.K.NAGAR,S.R.P. COLONY,KOLATHUR/NEHRU RD JN,MALLIGAI NAGAR AVE,WATER PIPE THANTHANKUPPAM,WEELS INDIA RD.JN.,THIRUMANGALAM,KOYAMBEDU SCHOOL,M.M.D.A.COLONY RD.JN.,JN OF III AND 1ST AVE,JAFFARKHAN PET,CIPET,GUINDY TVK ESTATE",ORD
V21 Dlx,"GUDUVANCHERY,PALAKKA COMPANY,OORAPAKKAM SCHOOL,VANDALOOR,VANDALOOR ZOO,PERUNGULATHUR,IRUMBULIYUR,TAMBARAM,T.B.SANATORIUM,CHROMPET,PALLAVARAM NEW BRIDGE,VELS UNIVERSITY,D.J.MAT.SCHOOL,ECHANKADU,SUNNAMBU KOLATHUR,KAMATCHI HOSPITAL,MADIPAKKAM RD. JN.,VIJAYA NAGAR,I.R.T. RD.JN.,LATTICE BRIDGE RD. JN.,THIRUVANMIYUR",ORD
M170B,"PEAVALLUR KUMARAN NAGAR,KOLATHUR,MALLIGAI NAGAR AVE,WATER PIPE THANTHANKUPPAM,WEELS INDIA RD.JN.,THIRUMANGALAM,KOYAMBEDU SCHOOL,M.M.D.A.COLONY RD.JN.,JN OF III AND 1ST AVE,JAFFARKHAN PET,CIPET,GUINDY TVK ESTATE",ORD
03A,"HIGH COURT,CENTRAL,P.OR & SONS,WESLEY H.S,C.I.T.COLONY,MYLAPORE,MANDAVELI",ORD
553K Dlx,"POONAMALLEE,NAZARATHPET,CHEMBARAMBAKKAM,PAPPANCHATRAM,CHETTIPEDU,THANDALAM KOOT ROAD,KEEVALUR RD.JN.,KEEVALUR,INDIAN BANK,E.B.SUB STATION,KATTARAMBAKKAM,POONGAVANATHAMMAN KOIL,SIPCOT WOMEN'S HOSTEL,IRUNKATTUKOTTAI,PENNALUR E.B.,BEEMANTHANGAL,SRIPERUMPUDUR",ORD
M88 Ext,"C.M.B.T.,M.M.D.A.COLONY RD.JN.,VADAPALANI B.S,VIRUGAMBAKKAM,VALASARAVAKKAM,PORUR,MOULIVAKKAM,PERIYAPANICHERI,THANDALAM RD JN.,KUNDRATHUR B.S",ORD
114 AC,"RED HILLS,AAYURVEDA ASHRAMAM,KAVANGARAI,CYCLE SHOP,BUS BAY-17TH KM,MALLIGAI NAGAR AVE,WATER PIPE THANTHANKUPPAM,WEELS INDIA RD.JN.,THIRUMANGALAM,KOYAMBEDU SCHOOL,M.M.D.A.COLONY RD.JN.,JN OF III AND 1ST AVE,JAFFARKHAN PET,CIPET,ST THOMAS MOUNT PO,MENAMABAKKAM OLD AIRPORT,THIRUSOOLAM NATIONAL AIRP,PALLAVARAM,CHROMPET,T.B.SANATORIUM,TAMBARAM,IRUMBULIYUR,PERUNGULATHUR,VANDALOOR,VANDALOOR ZOO",AC
23V Dlx,"VELACHERY,GURUNANAK COLLEGE,JN.OF RACE COURSE RD,CONCORDE,SAIDAPET,S.H.B,D.M.S,T.V.S,SHANTHI/DAMS RD.,EGMORE,DASAPRAKASH,KELLEYS,SAYANI/AYNAVARAM,KAMABAR ARANGAM,VILLIVAKKAM",ORD
32 Ext,"M.K.B.NAGAR EAST,SATHIYAMOORTHY NAGAR,V. NAGAR,UNIVERCITY CLUB,CENTRAL,P.OR & SONS,V.HOUSE",ORD
A51 Dlx,"HIGH COURT,CENTRAL,PERIYAR BRIDGE,T.V.S,D.M.S,S.H.B,SAIDAPET,CONCORDE,GUINDY RACE COURCE OFFICE,GURUNANAK COLLEGE,VIJAYA NAGAR,MADIPAKKAM RD. JN.,NARAYANAPURAM,MEDAVAKKAM COLONY,JN.OF.VLY-TBM RD&MVKM-K.K;,S.I.V.E.T,MAHALAKSHMI NAGAR,CONVENT,TAMBARAM EAST",ORD
C21,"BROADWAY,SECRETARIAT,CHEPAUK,Q.M.C,FORE SHORE ESTATE,LATTICE BRIDGE RD. JN.,A.M.S.HOSPITAL,ADAYAR O.T.,LATTICE BRIDGE RD. JN.,KANDANCHAVADI,THORAPPAKKAM TEA SHOP,MOOTAKARAN CHAVADI,KARAPAKKAM,SOZHINGANALLUR P.U.OFFICE,JN.OF PERUMBKM&NOOKAM; VIL,PERUMBAKKAM COLONY(INDRAN,NOOKAMPALAYAM VILLAGE,ARASANKAZHANI,OTTIAMBAKKAM",EXP
40A Ext,"VEPPAMPATTU ESWARAN NAGAR,VEPPUMPATTU PULIYAMARAM,THIRUNINDRAVOOR,NEMILICHERI,PATTABIRAM,KAVARAIPALAYAM,AVADI,POLYTECHNIC,THIRUMULLAIVOAYL,AMB OT,DUNLOP,AMBATHUR ESTATE,MOGAIPAIR ROAD JN.,THIRUMANGALAM,ANNA NAGAR CIRCLE,AMINIJIKARAI,TAYLORS ROAD,DASAPRAKASH,EGMORE",EXP
M59A,"I.O.C,TONDAIAYRPET,THEAGARAYA COLLEGE,V. NAGAR,REGAL,CHOOLAI P.O,LADY MCTM SCHOOL/MILLERS,TAYLORS ROAD,AMINIJIKARAI,NADUVANKARAI,ARUMBAKKAM,KOYAMBEDU P.S,CHINMAYA NAGAR,VIRUGAMBAKKAM,VADAPALANI B.S",ORD
54F Dlx,"MANDAVELI,A.M.S.HOSPITAL,ADAYAR B.S.,ENG.COLLEGE,CONCORDE,GUINDY R.S,BUTT ROAD,RAMAPURAM,MOGALIVAKKAM / MARI AMMN,PORUR,AYYAPPAN THANGAL,KUMUNANCHAVADI,POONAMALLEE",ORD
M89,"PORUR,MOULIVAKKAM,PERIYAPANICHERI,THANDALAM RD JN.,KUNDRATHUR B.S,SIRUKALATHUR,ALAGESA NAGAR,SOMANGALAM RD /AMARAMBEDU,POONTHANDALAM,SOMANGALAM",ORD
T151C Dlx,"SOZHINGANALLUR P.U.OFFICE,KUMARAN NAGAR,CHEMMAN CHERI,NAVALUR,SIPCOT,BIO TECH PARK,SIPCOT,NAVALUR,CHURCH,PALAVASTHIC CHEMICALS,HINDUSTAL EGG. COLLEGE,KELAMBAKKAM",ORD
M159D,"I.O.C,TONDAIAYRPET,THEAGARAYA COLLEGE,V. NAGAR,REGAL,CHOOLAI P.O,LADY MCTM SCHOOL/MILLERS,TAYLORS ROAD,AMINIJIKARAI,NADUVANKARAI,ARUMBAKKAM,C.M.B.T.",ORD
151,"HIGH COURT,SECRETARIAT,CHEPAUK,Q.M.C,FORE SHORE ESTATE,A.M.S.HOSPITAL,ADAYAR B.S.,ENG.COLLEGE,CONCORDE,JN.OF RACE COURSE RD,GURUNANAK COLLEGE,VIJAYA NAGAR,MADIPAKKAM RD. JN.,NARAYANAPURAM,MEDAVAKKAM COLONY,MEDAVAKKAM JN.,S.I.V.E.T,MAHALAKSHMI NAGAR,SRINIVASA NAGAR,MADAMBAKKAM KOIL,NOOTHANCHERI,VENGAIVASAL P.H.CENTRE",ORD
579,"BROADWAY,CENTRAL,P.OR & SONS,T.V.S,D.M.S,S.H.B,SAIDAPET,CONCORDE,GUINDY R.S,ST THOMAS MOUNT PO,MENAMABAKKAM OLD AIRPORT,THIRUSOOLAM NATIONAL AIRP,PALLAVARAM,CHROMPET,T.B.SANATORIUM,TAMBARAM,TAMBARAM TOWN LIMIT,PERUNGALATHUR (OLD),MUDICHUR VILLAGE,MANIVAKKAM,KARASANGAL,M.G.R.NAGAR,PADAPPAI",EXP
558M,"RED HILLS,PADIYANALLUR,SEMILIVARAM,SHOLAVARAM,KARANODAI,PERIYAPALAYAM RD JN.,PANJETTI,THATCHUR KOOT ROAD,ANDAKUPPAM,MADHAVARAM,KRISHNAPURAM,PONNERI,THIRUVENGADAPURAM,PULIKULAM,ELAVAMBEDU,NALLUR,MINJUR",EXP
M48C,"V. NAGAR,P.OR & SONS,DASAMAHAN,SAYANI/AYNAVARAM,KAMABAR ARANGAM,NATHAMUNI TALKIES,WEELS INDIA RD.JN.,THIRUMANGALAM,KOYAMBEDU SCHOOL,C.M.B.T.",ORD
M48A,"MADAHVARAM VILLAGE,MADHAVARAM POST BOX,MOOLAKADAI,PERAMBUR R.S,JAMALAYA,SAYANI/AYNAVARAM,KAMABAR ARANGAM,NATHAMUNI TALKIES,LUCAS TVS,AMBATHUR ESTATE",ORD
555M,"TAMBARAM,IRUMBULIYUR,PERUNGULATHUR,VANDALOOR,VANDALOOR ZOO,ANNA NAGAR COLONY,KOLAPAKKAM,VEMBAKKAM,KANDIGAI,MAMBAKKAM,M.G.R.NAGAR,VASANTHI AMMAN KOIL,POONGERI JN.,ECHANKADU,GASSGI RATE COMPANY,KAYAAR,VEMBEDU,KATTUR,ILLALUR JUNCTION,PERUMAL NAGAR JN.,THIRUPPORUR",EXP
572,"AMBATHUR ESTATE,DUNLOP,AMB OT,THIRUMULLAIVOAYL,POLYTECHNIC,AVADI,KAVARAIPALAYAM,PATTABIRAM,NEMILICHERI,THIRUNINDRAVOOR,VEPPUMPATTU PULIYAMARAM,PERUMALPATTU,KANDAN KOLLAI,CHEVVAIPETTAI R.S.,THOZHUDUR,RAMAPURAM,KAKKALUR,THIRUVALLUR",EXP
555N,"TAMBARAM,IRUMBULIYUR,PERUNGULATHUR,VANDALOOR,VANDALOOR ZOO,OORAPAKKAM SCHOOL,PALAKKA COMPANY,GUDUVANCHERY,PERUMATHUNALLUR,KANNIVAKKAM,HASTHINAPURAM,MELKALVOY,KIZHKALVOY,NELLIKUPPAM,GEEYEE HOUSING,KATTUR,ILLALUR JUNCTION,PERUMAL NAGAR JN.,THIRUPPORUR",EXP
M52D,"HIGH COURT,CENTRAL,PERIYAR BRIDGE,T.V.S,D.M.S,S.H.B,SAIDAPET,CONCORDE,GUINDY R.S,ST THOMAS MOUNT PO,MENAMABAKKAM OLD AIRPORT,THIRUSOOLAM NATIONAL AIRP,PALLAVARAM,CHROMPET,VARADHARAJA THEATER,CHITLAPAKKAM B.S",ORD
582 Dlx,"T.NAGAR,SAIDAPET,CONCORDE,GUINDY R.S,BUTT ROAD,RAMAPURAM,MOGALIVAKKAM,PORUR,AYYAPPAN THANGAL,KUMUNANCHAVADI,POONAMALLEE,NAZARATHPET,CHEMBARAMBAKKAM,PAPPANCHATRAM,CHETTIPEDU,THANDALAM KOOT ROAD,SIPCOT,IRUNKATTUKOTTAI,PENNALUR E.B.,BEEMANTHANGAL,SRIPERUMPUDUR,PATTUNOOL CHATRAM,BHONDHUR,THERASAPURAM,VALLAM,VALLAKKOTTAI",ORD
M152N,"CENTRAL,EGMORE,MATERNITY HOSPITAL,T.V.S,D.M.S,S.H.B,SAIDAPET,CONCORDE,GUINDY RACE COURCE OFFICE,SECRETARIAT COLONY,ST THOMAS MOUNT R.S,VANUVAMBEDU,CHIDAMBARAM STORES,NANGANALLUR",ORD
M248A,"V. NAGAR,P1.POLICE STATION,DASAMAHAN,SAYANI/AYNAVARAM,KAMABAR ARANGAM,NATHAMUNI TALKIES,LUCAS TVS,AMBATHUR ESTATE,DUNLOP,AMB OT,PUDUR,KALLIKUPPAM",ORD
M11,"SAIDAPET,CONCORDE,GUINDY RACE COURCE OFFICE,SECRETARIAT COLONY,ST THOMAS MOUNT R.S,VANUVAMBEDU,MADIPAKKAM RD. JN.,KILKATTALAI,VELLAIKAL,JN.OF.VLY-TBM RD&MVKM-K.K;,S.I.V.E.T,MAHALAKSHMI NAGAR,CONVENT,TAMBARAM EAST",ORD
121C,"ENNORE,ASHOK LAYLAND,ERNAVOOR GATE,SAYANI/AYNAVARAM,JN.,OF PONNERI RD,&ERANOO;,MANALI RD JN.,MANALAI SEEKADU,M.M.C,MADHAVARAM POST BOX,MOOLAKADAI,MADHAVARAM,BUS BAY-17TH KM,MALLIGAI NAGAR AVE,WATER PIPE THANTHANKUPPAM,WEELS INDIA RD.JN.,THIRUMANGALAM,KOYAMBEDU SCHOOL,C.M.B.T.",ORD
62,"POONAMALLEE,KARAYANCAHVADI,SENNEERKUPPAM,MELPAKKAM,GOVARDANAGIRI,AVADI MOSQUE,AVADI CIRCLE,POLYTECHNIC,THIRUMULLAIVOAYL,AMB OT,PUDUR,KALLIKUPPAM,SURAPEDU,SCREW FACTORY,KAVANGARAI,AAYURVEDA ASHRAMAM,RED HILLS",EXP
M62D,"POZHAL CAMP,SCREW FACTORY,SURAPEDU,KALLIKUPPAM,PUDUR,AMB OT,DUNLOP,AMBATHUR ESTATE,GOLDEN FLAT,THIRUMANGALAM,KOYAMBEDU SCHOOL,KOYAMBEDU P.S,KOYMABEDU MARKET",ORD
M15,"MYLAPORE,DEVANATHAN ST / MANDAVELI,A.M.S.HOSPITAL,ADAYAR B.S.,ADAYAR DEPOT,LATTICE BRIDGE,I.R.T. RD.JN.,VELACHERY,MADIPAKKAM RD. JN.,NARAYANAPURAM,MEDAVAKKAM COLONY,MEDAVAKKAM",ORD
M14,"N.G.O.COLONY,ST THOMAS MOUNT R.S,VANUVAMBEDU,MADIPAKKAM RD. JN.,KILKATTALAI,VELLAIKAL,MEDAVAKKAM JN.",ORD
66,"TAMBARAM,T.B.SANATORIUM,CHROMPET,PALLAVARAM,PAMMAL,ANAKAPUTHUR,ANDAKUPPAM,KUNDRATHUR B.S,KOLLAICHERI,SIKKARAVARAM,MANGADU,KUMUNANCHAVADI,POONAMALLEE",ORD
121E,"M.K.B.NAGAR,SARMA NAGAR,MOOLAKADAI,T.V.K.NAGAR,S.R.P. COLONY,KOLATHUR,MALLIGAI NAGAR AVE,WATER PIPE THANTHANKUPPAM,LUCAS TVS,AMBATHUR ESTATE,DUNLOP,AMB OT,THIRUMULLAIVOAYL,POLYTECHNIC,AVADI,KAVARAIPALAYAM,PATTABIRAM",EXP
M19,"GUINDY TVK ESTATE,CONCORDE,ENG.COLLEGE,ADAYAR B.S.,ADAYAR DEPOT,THIRUVANMIYUR,KOTTIVAKKAM,PALAVAKKAM,NEELANKARAI,VETTUVANKANNI,CHOLA MANDAL,INJAMBAKKAM",ORD
M18,"TAMBARAM,IRUMBULIYUR,PERUNGULATHUR,VANDALOOR,VANDALOOR ZOO,OORAPAKKAM SCHOOL,PALAKKA COMPANY,GUDUVANCHERY",ORD
MH70,"C.M.B.T.,KOYAMBEDU SCHOOL,THIRUMANGALAM,GOLDEN FLAT,AMBATHUR ESTATE,DUNLOP,AMB OT,GNANAMOORTHY NAGAR",ORD
M52S,"NEMILICHERI,ZAMEEN PALLAVARAM (RADHA,NEHRU NAGAR,CHROMPET,PALLAVARAM,PAMMAL,POZHICHALUR",ORD
M52T,"PALLAVARAM,CHROMPET,KUMARAN KUNDRAM,HASTHINAPURAM,THIRUMALAI NAGAR",ORD
